1,76.2582886,10.4479218,1171,0,flat
1,76.2582886,10.4479218,1176,0,flat
1,76.2582886,10.4479218,1176,0,flat
1,76.2582886,10.4479218,1176,0,flat
1,76.2582886,10.4479218,1176,0,flat
1,76.2582886,10.4479218,1176,0,flat
1,76.2582886,10.4479218,1176,0,flat
1,76.2582886,10.4479218,1176,0,flat
1,76.2582886,10.4479218,1177,0,flat
1,76.2582886,10.4479218,1177,0,flat
1,76.2582886,10.4479218,1177,0,flat
1,76.2582886,10.4479218,1177,0,flat
1,76.2582886,10.4479218,1178,0,flat
1,76.2582886,10.4479218,1178,0,flat
1,76.2582886,10.4479218,1179,0,flat
1,76.2582886,10.4479218,1179,0,flat
1,76.2582886,10.4479218,1179,0,flat
1,76.2582886,10.4479218,1179,0,flat
1,76.2582886,10.4479218,1179,0,flat
1,76.2582886,10.4479218,1179,0,flat
1,76.2582886,10.4479218,1179,0,flat
1,76.2582886,10.4479218,1180,0,flat
1,76.2582886,10.4479218,1181,0,flat
1,76.2582886,10.4479218,1183,0,flat
1,76.2582886,10.4479218,1185,0,flat
1,76.2582886,10.4479218,1187,0,flat
1,76.2582886,10.4479218,1188,0,flat
1,76.2582886,10.4479218,1189,0,flat
1,76.2582886,10.4479218,1189,0,flat
1,76.2582886,10.4479218,1189,0,flat
1,76.2582886,10.4479218,1190,0,flat
1,76.2582886,10.4479218,1189,0,flat
1,76.2582886,10.4479218,1187,0,flat
1,76.2582886,10.4479218,1184,0,flat
1,76.2582886,10.4479218,1183,0,flat
1,76.2582886,10.4479218,1181,0,flat
1,76.2582886,10.4479218,1180,0,flat
1,76.2582886,10.4479218,1178,0,flat
2,76.2581169,10.4502008,1178,0,flat
2,76.2581169,10.4502008,1176,0,flat
2,76.2581169,10.4502008,1174,0,flat
2,76.2581169,10.4502008,1173,0,flat
2,76.2581169,10.4502008,1172,0,flat
2,76.2581169,10.4502008,1172,0,flat
2,76.2581169,10.4502008,1172,0,flat
2,76.2581169,10.4502008,1173,0,flat
2,76.2581169,10.4502008,1175,0,flat
2,76.2581169,10.4502008,1176,0,flat
2,76.2581169,10.4502008,1177,0,flat
2,76.2581169,10.4502008,1178,0,flat
2,76.2581169,10.4502008,1179,0,flat
2,76.2581169,10.4502008,1181,0,flat
2,76.2581169,10.4502008,1182,0,flat
2,76.2581169,10.4502008,1183,0,flat
2,76.2581169,10.4502008,1183,0,flat
2,76.2581169,10.4502008,1183,0,flat
2,76.2581169,10.4502008,1183,0,flat
2,76.2581169,10.4502008,1183,0,flat
2,76.2581169,10.4502008,1182,0,flat
2,76.2581169,10.4502008,1179,0,flat
2,76.2581169,10.4502008,1178,0,flat
2,76.2581169,10.4502008,1177,0,flat
2,76.2581169,10.4502008,1177,0,flat
2,76.2581169,10.4502008,1176,0,flat
2,76.2581169,10.4502008,1176,0,flat
2,76.2581169,10.4502008,1176,0,flat
2,76.2581169,10.4502008,1176,0,flat
2,76.2581169,10.4502008,1175,0,flat
2,76.2581169,10.4502008,1174,0,flat
2,76.2581169,10.4502008,1173,0,flat
2,76.2581169,10.4502008,1172,0,flat
2,76.2581169,10.4502008,1171,0,flat
2,76.2581169,10.4502008,1170,0,flat
2,76.2581169,10.4502008,1169,0,flat
2,76.2581169,10.4502008,1170,0,flat
2,76.2581169,10.4502008,1171,0,flat
3,76.2582028,10.4533238,1171,0,flat
3,76.2582028,10.4533238,1171,0,flat
3,76.2582028,10.4533238,1172,0,flat
3,76.2582028,10.4533238,1173,0,flat
3,76.2582028,10.4533238,1173,0,flat
3,76.2582028,10.4533238,1173,0,flat
3,76.2582028,10.4533238,1175,0,flat
3,76.2582028,10.4533238,1176,0,flat
3,76.2582028,10.4533238,1177,0,flat
3,76.2582028,10.4533238,1177,0,flat
3,76.2582028,10.4533238,1178,0,flat
3,76.2582028,10.4533238,1179,0,flat
3,76.2582028,10.4533238,1179,0,flat
3,76.2582028,10.4533238,1179,0,flat
3,76.2582028,10.4533238,1179,0,flat
3,76.2582028,10.4533238,1179,0,flat
3,76.2582028,10.4533238,1179,0,flat
3,76.2582028,10.4533238,1173,0,flat
3,76.2582028,10.4533238,1094,0,flat
3,76.2582028,10.4533238,1010,0,flat
3,76.2582028,10.4533238,1018,0,flat
3,76.2582028,10.4533238,1035,0,flat
3,76.2582028,10.4533238,1027,0,flat
3,76.2582028,10.4533238,933,0,flat
3,76.2582028,10.4533238,880,0,flat
3,76.2582028,10.4533238,888,0,flat
3,76.2582028,10.4533238,863,0,flat
3,76.2582028,10.4533238,882,0,flat
3,76.2582028,10.4533238,885,0,flat
3,76.2582028,10.4533238,906,0,flat
3,76.2582028,10.4533238,883,0,flat
3,76.2582028,10.4533238,854,0,flat
3,76.2582028,10.4533238,769,0,flat
3,76.2582028,10.4533238,612,0,flat
3,76.2582028,10.4533238,558,0,flat
3,76.2582028,10.4533238,495,0,flat
3,76.2582028,10.4533238,460,0,normal
3,76.2582028,10.4533238,351,0,normal
4,76.2581169,10.4567844,351,0,normal
4,76.2581169,10.4567844,235,0,normal
4,76.2581169,10.4567844,389,0,normal
4,76.2581169,10.4567844,528,0,flat
4,76.2581169,10.4567844,618,0,flat
4,76.2581169,10.4567844,684,0,flat
4,76.2581169,10.4567844,625,0,flat
4,76.2581169,10.4567844,161,0,normal
4,76.2581169,10.4567844,237,0,normal
4,76.2581169,10.4567844,399,0,normal
4,76.2581169,10.4567844,428,0,normal
4,76.2581169,10.4567844,471,0,normal
4,76.2581169,10.4567844,498,0,flat
4,76.2581169,10.4567844,566,0,flat
4,76.2581169,10.4567844,599,0,flat
4,76.2581169,10.4567844,662,0,flat
4,76.2581169,10.4567844,733,0,flat
4,76.2581169,10.4567844,738,0,flat
4,76.2581169,10.4567844,761,0,flat
4,76.2581169,10.4567844,812,0,flat
4,76.2581169,10.4567844,853,0,flat
4,76.2581169,10.4567844,887,0,flat
4,76.2581169,10.4567844,917,0,flat
4,76.2581169,10.4567844,940,0,flat
4,76.2581169,10.4567844,929,0,flat
4,76.2581169,10.4567844,892,0,flat
4,76.2581169,10.4567844,894,42,severe
4,76.2581169,10.4567844,904,46,very_severe
